abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,Total_Attack,Total_Defense
"['Compoundeyes', 'Run Away']",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,3840,70,266,255.0,Trainee Pokémon,90,600000,0.5,31,Tutininツチニン,Nincada,50.0,290,30,30,40,bug,ground,5.5,3,0,75,120
"['Speed Boost', 'Infiltrator']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,3840,70,456,120.0,Ninja Pokémon,45,600000,0.8,61,Tekkaninテッカニン,Ninjask,50.0,291,50,50,160,bug,flying,12.0,3,0,140,95
['Wonder Guard'],0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,3840,70,236,45.0,Shed Pokémon,45,600000,0.8,1,Nukeninヌケニン,Shedinja,0.0,292,30,30,40,bug,ghost,1.2,3,0,120,75
"['Soundproof', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,5120,70,240,190.0,Whisper Pokémon,23,1059860,0.6,64,Gonyonyoゴニョニョ,Whismur,50.0,293,51,23,28,normal,None,16.3,3,0,102,46
"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,5120,70,360,120.0,Big Voice Pokémon,43,1059860,1.0,84,Dogohmbドゴーム,Loudred,50.0,294,71,43,48,normal,None,40.5,3,0,142,86
"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,5120,70,490,45.0,Loud Noise Pokémon,63,1059860,1.5,104,Bakuongバクオング,Exploud,50.0,295,91,73,68,normal,None,84.0,3,0,182,136
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,5120,70,237,180.0,Guts Pokémon,30,1640000,1.0,72,Makunoshitaマクノシタ,Makuhita,75.4,296,20,30,25,fighting,None,86.4,3,0,80,60
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,5120,70,474,200.0,Arm Thrust Pokémon,60,1640000,2.3,144,Hariteyamaハリテヤマ,Hariyama,75.4,297,40,60,50,fighting,None,253.8,3,0,160,120
"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,190,150.0,Polka Dot Pokémon,40,800000,0.2,50,Ruririルリリ,Azurill,24.6,298,20,40,20,normal,fairy,2.0,3,0,40,80
"['Sturdy', 'Magnet Pull', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,5120,70,375,255.0,Compass Pokémon,135,1000000,1.0,30,Nosepassノズパス,Nosepass,50.0,299,45,90,30,rock,None,97.0,3,0,90,225
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,70,260,255.0,Kitten Pokémon,45,800000,0.6,50,Enecoエネコ,Skitty,24.6,300,35,35,50,normal,None,11.0,3,0,80,80
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,3840,70,400,60.0,Prim Pokémon,65,800000,1.1,70,Enekororoエネコロロ,Delcatty,24.6,301,55,55,90,normal,None,32.6,3,0,120,120
"['Keen Eye', 'Stall', 'Prankster']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,6400,35,480,45.0,Darkness Pokémon,125,1059860,0.5,50,Yamiramiヤミラミ,Sableye,50.0,302,85,115,20,dark,ghost,11.0,3,0,170,240
"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,5120,70,480,45.0,Deceiver Pokémon,125,800000,0.6,50,Kucheatクチート,Mawile,50.0,303,55,95,50,steel,fairy,11.5,3,0,160,220
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,8960,35,330,180.0,Iron Armor Pokémon,100,1250000,0.4,50,Cokodoraココドラ,Aron,50.0,304,40,40,30,steel,rock,60.0,3,0,110,140
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,8960,35,430,90.0,Iron Armor Pokémon,140,1250000,0.9,60,Kodoraコドラ,Lairon,50.0,305,50,50,40,steel,rock,120.0,3,0,140,190
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,8960,35,630,45.0,Iron Armor Pokémon,230,1250000,2.1,70,Bossgodoraボスゴドラ,Aggron,50.0,306,60,80,50,steel,rock,360.0,3,0,200,310
"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,5120,70,280,180.0,Meditate Pokémon,55,1000000,0.6,30,Asananアサナン,Meditite,50.0,307,40,55,60,fighting,psychic,11.2,3,0,80,110
"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,5120,70,510,90.0,Meditate Pokémon,85,1000000,1.3,60,Charemチャーレム,Medicham,50.0,308,80,85,100,fighting,psychic,31.5,3,0,180,170
"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120,70,295,120.0,Lightning Pokémon,40,1250000,0.6,40,Rakuraiラクライ,Electrike,50.0,309,65,40,65,electric,None,15.2,3,0,110,80
"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120,70,575,45.0,Discharge Pokémon,80,1250000,1.5,70,Livoltライボルト,Manectric,50.0,310,135,80,135,electric,None,40.2,3,0,210,160
"['Plus', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,405,200.0,Cheering Pokémon,40,1000000,0.4,60,Prasleプラスル,Plusle,50.0,311,85,75,95,electric,None,4.2,3,0,135,115
"['Minus', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,405,200.0,Cheering Pokémon,50,1000000,0.4,60,Minunマイナン,Minun,50.0,312,75,85,95,electric,None,4.2,3,0,115,135
"['Illuminate', 'Swarm', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,3840,70,430,150.0,Firefly Pokémon,75,600000,0.7,65,Barubeatバルビート,Volbeat,100.0,313,47,85,85,bug,None,17.7,3,0,120,160
"['Oblivious', 'Tinted Lens', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,3840,70,430,150.0,Firefly Pokémon,75,1640000,0.6,65,Illumiseイルミーゼ,Illumise,0.0,314,73,85,85,bug,None,17.7,3,0,120,160
"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,5120,70,400,150.0,Thorn Pokémon,45,1059860,0.3,50,Roseliaロゼリア,Roselia,50.0,315,100,80,65,grass,poison,2.0,3,0,160,125
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,5120,70,302,225.0,Stomach Pokémon,53,1640000,0.4,70,Gokulinゴクリン,Gulpin,50.0,316,43,53,40,poison,None,10.3,3,0,86,106
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,5120,70,467,75.0,Poison Bag Pokémon,83,1640000,1.7,100,Marunoomマルノーム,Swalot,50.0,317,73,83,55,poison,None,80.0,3,0,146,166
"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,5120,35,305,225.0,Savage Pokémon,20,1250000,0.8,45,Kibanhaキバニア,Carvanha,50.0,318,65,20,65,water,dark,20.8,3,0,155,40
"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,5120,35,560,60.0,Brutal Pokémon,70,1250000,1.8,70,Samehaderサメハダー,Sharpedo,50.0,319,110,65,105,water,dark,88.8,3,0,250,135
"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,10240,70,400,125.0,Ball Whale Pokémon,35,1640000,2.0,130,Hoerukoホエルコ,Wailmer,50.0,320,70,35,60,water,None,130.0,3,0,140,70
"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,10240,70,500,60.0,Float Whale Pokémon,45,1640000,14.5,170,Whalohホエルオー,Wailord,50.0,321,90,45,60,water,None,398.0,3,0,180,90
"['Oblivious', 'Simple', 'Own Tempo']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,5120,70,305,255.0,Numb Pokémon,40,1000000,0.7,60,Donmelドンメル,Numel,50.0,322,65,45,35,fire,ground,24.0,3,0,125,85
"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,5120,70,560,150.0,Eruption Pokémon,100,1000000,1.9,70,Bakuudaバクーダ,Camerupt,50.0,323,145,105,20,fire,ground,220.0,3,0,265,205
"['White Smoke', 'Drought', 'Shell Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,70,470,90.0,Coal Pokémon,140,1000000,0.5,70,Cotoiseコータス,Torkoal,50.0,324,85,70,20,fire,None,80.4,3,0,170,210
"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,5120,70,330,255.0,Bounce Pokémon,35,800000,0.7,60,Banebooバネブー,Spoink,50.0,325,70,80,60,psychic,None,30.6,3,0,95,115
"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,5120,70,470,60.0,Manipulate Pokémon,65,800000,0.9,80,Boopigブーピッグ,Grumpig,50.0,326,90,110,80,psychic,None,71.5,3,0,135,175
"['Own Tempo', 'Tangled Feet', 'Contrary']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,360,255.0,Spot Panda Pokémon,60,800000,1.1,60,Patcheelパッチール,Spinda,50.0,327,60,60,60,normal,None,5.0,3,0,120,120
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,5120,70,290,255.0,Ant Pit Pokémon,45,1059860,0.7,45,Nuckrarナックラー,Trapinch,50.0,328,45,45,10,ground,None,15.0,3,0,145,90
['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,5120,70,340,120.0,Vibration Pokémon,50,1059860,1.1,50,Vibravaビブラーバ,Vibrava,50.0,329,50,50,70,ground,dragon,15.3,3,0,120,100
['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,5120,70,520,45.0,Mystic Pokémon,80,1059860,2.0,80,Flygonフライゴン,Flygon,50.0,330,80,80,100,ground,dragon,82.0,3,0,180,160
"['Sand Veil', 'Water Absorb']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,5120,35,335,190.0,Cactus Pokémon,40,1059860,0.4,50,Saboneaサボネア,Cacnea,50.0,331,85,40,35,grass,None,51.3,3,0,170,80
"['Sand Veil', 'Water Absorb']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,5120,35,475,60.0,Scarecrow Pokémon,60,1059860,1.3,70,Noctusノクタス,Cacturne,50.0,332,115,60,55,grass,dark,77.4,3,0,230,120
"['Natural Cure', 'Cloud Nine']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,5120,70,310,255.0,Cotton Bird Pokémon,60,600000,0.4,45,Tylttoチルット,Swablu,50.0,333,40,75,50,normal,flying,1.2,3,0,80,135
"['Natural Cure', 'Cloud Nine']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,5120,70,590,45.0,Humming Pokémon,110,600000,1.1,75,Tyltalisチルタリス,Altaria,50.0,334,110,105,80,dragon,flying,20.6,3,0,220,215
"['Immunity', 'Toxic Boost']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,5120,70,458,90.0,Cat Ferret Pokémon,60,600000,1.3,73,Zangooseザングース,Zangoose,50.0,335,60,60,90,normal,None,40.3,3,0,175,120
"['Shed Skin', 'Infiltrator']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,5120,70,458,90.0,Fang Snake Pokémon,60,1640000,2.7,73,Habunakeハブネーク,Seviper,50.0,336,100,60,65,poison,None,52.5,3,0,200,120
['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,6400,70,460,45.0,Meteorite Pokémon,65,800000,1.0,90,Lunatoneルナトーン,Lunatone,0.0,337,95,85,70,rock,psychic,168.0,3,0,150,150
['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,6400,70,460,45.0,Meteorite Pokémon,85,800000,1.2,90,Solrockソルロック,Solrock,0.0,338,55,65,70,rock,psychic,154.0,3,0,150,150
"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,5120,70,288,190.0,Whiskers Pokémon,43,1000000,0.4,50,Dojoachドジョッチ,Barboach,50.0,339,46,41,60,water,ground,1.9,3,0,94,84
"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,5120,70,468,75.0,Whiskers Pokémon,73,1000000,0.9,110,Namazunナマズン,Whiscash,50.0,340,76,71,60,water,ground,23.6,3,0,154,144
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,3840,70,308,205.0,Ruffian Pokémon,65,1640000,0.6,43,Heiganiヘイガニ,Corphish,50.0,341,50,35,35,water,None,11.5,3,0,130,100
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,3840,70,468,155.0,Rogue Pokémon,85,1640000,1.1,63,Shizarigerシザリガー,Crawdaunt,50.0,342,90,55,55,water,dark,32.8,3,0,210,140
['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,5120,70,300,255.0,Clay Doll Pokémon,55,1000000,0.5,40,Yajilonヤジロン,Baltoy,0.0,343,40,70,55,ground,psychic,21.5,3,0,80,125
['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,5120,70,500,90.0,Clay Doll Pokémon,105,1000000,1.5,60,Nendollネンドール,Claydol,0.0,344,70,120,75,ground,psychic,108.0,3,0,140,225
"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,7680,70,355,45.0,Sea Lily Pokémon,77,600000,1.0,66,Lilylaリリーラ,Lileep,88.1,345,61,87,23,rock,grass,23.8,3,0,102,164
"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,7680,70,495,45.0,Barnacle Pokémon,97,600000,1.5,86,Yuradleユレイドル,Cradily,88.1,346,81,107,43,rock,grass,60.4,3,0,162,204
"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,7680,70,355,45.0,Old Shrimp Pokémon,50,600000,0.7,45,Anopthアノプス,Anorith,88.1,347,40,50,75,rock,bug,12.5,3,0,135,100
"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,7680,70,495,45.0,Plate Pokémon,100,600000,1.5,75,Armaldoアーマルド,Armaldo,88.1,348,70,80,45,rock,bug,68.2,3,0,195,180
"['Swift Swim', 'Oblivious', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,5120,70,200,255.0,Fish Pokémon,20,600000,0.6,20,Hinbassヒンバス,Feebas,50.0,349,10,55,80,water,None,7.4,3,0,25,75
"['Marvel Scale', 'Competitive', 'Cute Charm']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,5120,70,540,60.0,Tender Pokémon,79,600000,6.2,95,Milokarossミロカロス,Milotic,50.0,350,100,125,81,water,None,162.0,3,0,160,204
['Forecast'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,6400,70,420,45.0,Weather Pokémon,70,1000000,0.3,70,Powalenポワルン,Castform,50.0,351,70,70,70,normal,None,0.8,3,0,140,140
"['Color Change', 'Protean']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,5120,70,440,200.0,Color Swap Pokémon,70,1059860,1.0,60,Kakureonカクレオン,Kecleon,50.0,352,60,120,40,normal,None,22.0,3,0,150,190
"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75,6400,35,295,225.0,Puppet Pokémon,35,800000,0.6,44,Kagebouzuカゲボウズ,Shuppet,50.0,353,63,33,45,ghost,None,2.3,3,0,138,68
"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165,6400,35,555,45.0,Marionette Pokémon,75,800000,1.1,64,Juppetaジュペッタ,Banette,50.0,354,93,83,75,ghost,None,12.5,3,0,258,158
"['Levitate', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40,6400,35,295,190.0,Requiem Pokémon,90,800000,0.8,20,Yomawaruヨマワル,Duskull,50.0,355,30,90,25,ghost,None,15.0,3,0,70,180
"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70,6400,35,455,90.0,Beckon Pokémon,130,800000,1.6,40,Samayouruサマヨール,Dusclops,50.0,356,60,130,25,ghost,None,30.6,3,0,130,260
"['Chlorophyll', 'Solar Power', 'Harvest']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68,6400,70,460,200.0,Fruit Pokémon,83,1250000,2.0,99,Tropiusトロピウス,Tropius,50.0,357,72,87,51,grass,flying,100.0,3,0,140,170
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50,6400,70,455,45.0,Wind Chime Pokémon,80,800000,0.6,75,Chireanチリーン,Chimecho,50.0,358,95,90,65,psychic,None,1.0,3,0,145,170
"['Pressure', 'Super Luck', 'Justified']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,6400,35,565,30.0,Disaster Pokémon,60,1059860,1.2,65,Absolアブソル,Absol,50.0,359,115,60,115,dark,None,47.0,3,0,265,120
"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23,5120,70,260,125.0,Bright Pokémon,48,1000000,0.6,95,Sohnanoソーナノ,Wynaut,50.0,360,23,48,23,psychic,None,14.0,3,0,46,96
"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,5120,70,300,190.0,Snow Hat Pokémon,50,1000000,0.7,50,Yukiwarashiユキワラシ,Snorunt,50.0,361,50,50,50,ice,None,16.8,3,0,100,100
"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120,5120,70,580,75.0,Face Pokémon,80,1000000,1.5,80,Onigohriオニゴーリ,Glalie,50.0,362,120,80,100,ice,None,256.5,3,0,240,160
"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40,5120,70,290,255.0,Clap Pokémon,50,1059860,0.8,70,Tamazarashiタマザラシ,Spheal,50.0,363,55,50,25,ice,water,39.5,3,0,95,100
"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60,5120,70,410,120.0,Ball Roll Pokémon,70,1059860,1.1,90,Todogglerトドグラー,Sealeo,50.0,364,75,70,45,ice,water,87.6,3,0,135,140
"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80,5120,70,530,45.0,Ice Break Pokémon,90,1059860,1.4,110,Todoserugaトドゼルガ,Walrein,50.0,365,95,90,65,ice,water,150.6,3,0,175,180
"['Shell Armor', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64,5120,70,345,255.0,Bivalve Pokémon,85,600000,0.4,35,Pearluluパールル,Clamperl,50.0,366,74,55,32,water,None,52.5,3,0,138,140
"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,5120,70,485,60.0,Deep Sea Pokémon,105,600000,1.7,55,Huntailハンテール,Huntail,50.0,367,94,75,52,water,None,27.0,3,0,198,180
"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84,5120,70,485,60.0,South Sea Pokémon,105,600000,1.8,55,Sakurabyssサクラビス,Gorebyss,50.0,368,114,75,52,water,None,22.6,3,0,198,180
